Código IES;Nome do Curso
1281;ENGENHARIA FLORESTAL
150;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
322;PSICOLOGIA
322;NUTRIÇÃO
17662;DIREITO
1420;MATEMÁTICA
2289;ENGENHARIA CIVIL
793;CIÊNCIAS CONTÁBEIS
271;ENGENHARIA ELÉTRICA
4652;BIOMEDICINA
54;CIÊNCIAS ECONÔMICAS
1545;SERVIÇO SOCIAL
54;QUÍMICA TECNOLÓGICA
2408;MARKETING
1554;FISIOTERAPIA
21638;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
138;ARQUITETURA E URBANISMO
3008;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO
13481;GESTÃO DE RECURSOS HUMANOS
4017;ENGENHARIA ELÉTRICA
316;PSICOLOGIA
368;EDUCAÇÃO FÍSICA
953;GESTÃO FINANCEIRA
1810;ENGENHARIA MECÂNICA
1224;EDUCAÇÃO FÍSICA
79;NUTRIÇÃO
244;EDUCAÇÃO FÍSICA
322;CIÊNCIA DA COMPUTAÇÃO
222;BIOMEDICINA
322;COMÉRCIO EXTERIOR
1048;PEDAGOGIA
1100;AUTOMAÇÃO INDUSTRIAL
1032;EDUCAÇÃO FÍSICA
15715;LOGÍSTICA
1438;DIREITO
2123;ENGENHARIA DE CONTROLE E AUTOMAÇÃO
591;OFTÁLMICA
55;ARTES VISUAIS
322;FISIOTERAPIA
322;NUTRIÇÃO
322;EDUCAÇÃO FÍSICA
2465;ADMINISTRAÇÃO
16194;CIÊNCIAS CONTÁBEIS
376;ENGENHARIA MECÂNICA
1299;HISTÓRIA
11308;CIÊNCIAS CONTÁBEIS
652;ARTES PLÁSTICAS
1149;LOGÍSTICA
322;FISIOTERAPIA
17608;MARKETING
322;GESTÃO DE RECURSOS HUMANOS
24066;PSICOLOGIA
322;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
3985;GESTÃO DE HOSPITALIDADE
162;RELAÇÕES PÚBLICAS
316;BIOMEDICINA
1270;ENGENHARIA DE COMPUTAÇÃO
22;JORNALISMO
55;ESTATÍSTICA
322;MARKETING
1810;FÍSICA
19210;PEDAGOGIA
1230;EDUCAÇÃO FÍSICA
1100;GESTÃO HOSPITALAR
12817;ENGENHARIA DE PRODUÇÃO
22028;FISIOTERAPIA
150;ENGENHARIA DE ALIMENTOS
665;MANUTENÇÃO INDUSTRIAL
22;FISIOTERAPIA
481;ESTÉTICA E COSMÉTICA
322;GESTÃO DE RECURSOS HUMANOS
1933;CIÊNCIAS CONTÁBEIS
4492;TEOLOGIA
457;FISIOTERAPIA
1230;LETRAS - PORTUGUÊS E ESPANHOL
2123;ARQUITETURA E URBANISMO
2575;CIÊNCIAS CONTÁBEIS
495;GEOGRAFIA
456;ENFERMAGEM
56;CIÊNCIAS BIOLÓGICAS
316;REDES DE COMPUTADORES
1412;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
483;GESTÃO AMBIENTAL
483;SISTEMA DE INFORMAÇÃO
203;PSICOLOGIA
652;MÚSICA
375;EDUCAÇÃO FÍSICA
1295;PEDAGOGIA
4090;ENGENHARIA CIVIL
1356;ENGENHARIA AGRONÔMICA
417;ENGENHARIA MECÂNICA
54;FÍSICA
456;SISTEMAS ELÉTRICOS
17593;PSICOLOGIA
319;PROCESSOS GERENCIAIS
521;ARQUITETURA E URBANISMO
22603;GESTÃO COMERCIAL
125;NUTRIÇÃO
5215;MEDICINA
109;ENFERMAGEM
18711;DESIGN DE INTERIORES
466;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
1100;SISTEMAS DE INFORMAÇÃO
203;RELAÇÕES INTERNACIONAIS
521;EDUCAÇÃO FÍSICA
1100;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
1878;CIÊNCIA DE DADOS E INTELIGÊNCIA ARTIFICIAL
2688;LOGÍSTICA
1046;DIREITO
206;MÚSICA
16395;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
546;ESTUDOS DA LINGUAGEM
275;ESTÉTICA
546;CIÊNCIAS SOCIAIS
457;CIÊNCIAS CONTÁBEIS
322;GESTÃO DE RECURSOS HUMANOS
3692;GASTRONOMIA
953;HISTÓRIA
1266;LETRAS
15689;BANCO DE DADOS
1838;CIÊNCIAS ECONÔMICAS
56;CIÊNCIAS SOCIAIS
734;PEDAGOGIA
1230;MATEMÁTICA
263;GESTÃO FINANCEIRA
362;SERVIÇO SOCIAL
526;PROCESSOS GERENCIAIS
322;CIÊNCIAS CONTÁBEIS
55;PSICOLOGIA
652;SERVIÇO SOCIAL
1292;ESTÉTICA E COSMÉTICA
2123;ENGENHARIA ELÉTRICA
466;DESIGN GRÁFICO
316;SISTEMAS PARA INTERNET
137;JOGOS DIGITAIS
22;COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA
1273;JORNALISMO
2971;NUTRIÇÃO
1129;ENGENHARIA
466;FISIOTERAPIA
543;COMUNICAÇÃO SOCIAL
322;GESTÃO DE RECURSOS HUMANOS
4017;CIÊNCIA DA COMPUTAÇÃO
521;DESIGN DE INTERIORES
15687;PROJETOS MECÂNICOS
221;ARQUITETURA E URBANISMO
481;FONOAUDIOLOGIA
466;COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA
56;ENGENHARIA AMBIENTAL
1949;FISIOTERAPIA
203;NUTRIÇÃO
1841;GASTRONOMIA
17972;ADMINISTRAÇÃO
234;QUÍMICA INDUSTRIAL
1949;EDUCAÇÃO FÍSICA
322;ENGENHARIA DE CONTROLE E AUTOMAÇÃO
7;FÍSICA
1711;INTERDISCIPLINAR EM SAÚDE
203;MEDICINA VETERINÁRIA
56;ENGENHARIA AMBIENTAL
1624;FISIOTERAPIA
14969;RADIOLOGIA
322;DIREITO
1149;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
1292;QUÍMICA
322;RELAÇÕES INTERNACIONAIS
15803;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO
843;PEDAGOGIA
1964;GASTRONOMIA
2056;DIREITO
1386;CIÊNCIAS ECONÔMICAS
206;MARKETING
4017;PEDAGOGIA
1365;SISTEMAS DE INFORMAÇÃO
1418;HISTÓRIA
322;RELAÇÕES INTERNACIONAIS
1621;EDUCAÇÃO FÍSICA
22312;ADMINISTRAÇÃO
665;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
1853;REDES DE COMPUTADORES
4021;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
5669;MARKETING
4000;PEDAGOGIA
322;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO
4793;PEDAGOGIA
137;CIÊNCIAS CONTÁBEIS
322;ENGENHARIA DE CONTROLE E AUTOMAÇÃO
1561;COMÉRCIO EXTERIOR
322;DIREITO
1144;LETRAS - ESPANHOL
15793;PROCESSOS GERENCIAIS
21239;ENGENHARIA CIVIL
1273;HISTÓRIA
1307;DIREITO
481;ENGENHARIA CIVIL
19864;GESTÃO EMPRESARIAL
316;EDUCAÇÃO FÍSICA
319;INTERDISCIPLINAR EM SAÚDE
322;TURISMO
376;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
481;GEOGRAFIA
456;CIÊNCIA DA COMPUTAÇÃO
546;CIÊNCIA DE DADOS E INTELIGÊNCIA ARTIFICIAL
1273;ADMINISTRAÇÃO
1292;ENFERMAGEM
322;ENGENHARIA ELÉTRICA
375;MARKETING
316;PSICOLOGIA
19;CIÊNCIA DE DADOS E INTELIGÊNCIA ARTIFICIAL
953;MÚSICA
271;DESIGN GRÁFICO
483;SERVIÇO SOCIAL
670;ENGENHARIA MECÂNICA
481;EDUCAÇÃO FÍSICA
319;EDUCAÇÃO FÍSICA
5555;LOGÍSTICA
162;ARQUITETURA E URBANISMO
206;MÚSICA
322;PROPAGANDA E MARKETING
271;CIÊNCIAS CONTÁBEIS
1299;PRODUÇÃO SUCROALCOOLEIRA
138;PRODUÇÃO AUDIOVISUAL
227;CIÊNCIAS CONTÁBEIS
203;NUTRIÇÃO
526;DESIGN GRÁFICO
517;DIREITO
266;ARQUITETURA E URBANISMO
502;ENGENHARIA MECÂNICA
3985;PRODUÇÃO MULTIMÍDIA
23394;ENGENHARIA DE COMPUTAÇÃO
221;CIÊNCIAS CONTÁBEIS
793;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
23241;NUTRIÇÃO
2625;ENGENHARIA DE PRODUÇÃO
502;ADMINISTRAÇÃO
15757;EVENTOS
271;DIREITO
1310;CIÊNCIAS CONTÁBEIS
322;CIÊNCIAS BIOLÓGICAS
203;ENGENHARIA ELÉTRICA
1725;AGRONOMIA
1854;BIOMEDICINA
1554;CIÊNCIAS CONTÁBEIS
221;JORNALISMO
1355;EDUCAÇÃO FÍSICA
1161;CIÊNCIAS ECONÔMICAS
793;PEDAGOGIA
605;BIOMEDICINA
2774;SISTEMA DE INFORMAÇÃO
481;BIOMEDICINA
5451;PSICOLOGIA
5288;ENGENHARIA ELÉTRICA
625;ADMINISTRAÇÃO
167;CIÊNCIAS CONTÁBEIS
1964;MARKETING
4020;GESTÃO DA PRODUÇÃO INDUSTRIAL
665;DIREITO
203;COMÉRCIO EXTERIOR
34;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
2279;ENGENHARIA MECÂNICA
1490;CIÊNCIA DA COMPUTAÇÃO
1892;FARMÁCIA
652;FONOAUDIOLOGIA
21238;PSICOLOGIA
322;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
316;ENGENHARIA DE PRODUÇÃO MECÂNICA
2971;ENFERMAGEM
269;INFORMÁTICA
3940;DIREITO
1561;COMUNICAÇÃO SOCIAL - JORNALISMO
1345;MARKETING
55;ADMINISTRAÇÃO
137;ENGENHARIA MECÂNICA
1294;GESTÃO HOSPITALAR
1322;CIÊNCIAS CONTÁBEIS
322;ENGENHARIA MECÂNICA
322;GESTÃO DE RECURSOS HUMANOS
1554;ENFERMAGEM
56;MATEMÁTICA
605;JORNALISMO
322;NUTRIÇÃO
24026;ARQUITETURA E URBANISMO
456;GESTÃO DESPORTIVA E DE LAZER
3618;PSICOLOGIA
376;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
221;MEDICINA VETERINÁRIA
322;ODONTOLOGIA
1043;ENGENHARIA MECÂNICA
13752;ENGENHARIA DE COMPUTAÇÃO
1161;DIREITO
707;FISIOTERAPIA
203;CIÊNCIAS CONTÁBEIS
322;SERVIÇO SOCIAL
4522;ARQUITETURA E URBANISMO
4141;ENGENHARIA DE CONTROLE E AUTOMAÇÃO
481;ENFERMAGEM
162;COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA
1100;COMÉRCIO EXTERIOR
266;GESTÃO DE RECURSOS HUMANOS
55;MATEMÁTICA APLICADA A NEGÓCIOS
466;CIÊNCIAS CONTÁBEIS
23700;GESTÃO DA PRODUÇÃO INDUSTRIAL
1444;ESTÉTICA
11289;ADMINISTRAÇÃO
79;ODONTOLOGIA
2886;TRANSPORTE TERRESTRE
997;CIÊNCIAS ECONÔMICAS
23867;GESTÃO DE NEGÓCIOS E INOVAÇÃO
852;MARKETING
55;MATEMÁTICA APLICADA COM HABILITAÇÃO EM CONTROLE E AUTOMAÇÃO
1187;ADMINISTRAÇÃO
2279;NUTRIÇÃO
55;ENGENHARIA DE COMPUTAÇÃO
4596;CIÊNCIAS CONTÁBEIS
2328;DIREITO
521;CIÊNCIAS ECONÔMICAS
605;JOGOS DIGITAIS
1756;COMUNICAÇÃO SOCIAL
456;RÁDIO TV E INTERNET
203;MARKETING
322;FISIOTERAPIA
1841;EDUCAÇÃO FÍSICA
54;ENGENHARIA QUÍMICA
224;GESTÃO HOSPITALAR
665;PETRÓLEO E GÁS
55;TURISMO
466;GESTÃO DE RECURSOS HUMANOS
1230;ENGENHARIA AGRONÔMICA
793;DIREITO
13752;ENGENHARIA DE PRODUÇÃO
1219;PSICOLOGIA
5215;ENGENHARIA AGRONÔMICA
546;ENGENHARIA DE SISTEMAS CIBER FÍSICOS
734;PEDAGOGIA
3933;RADIOLOGIA
1554;ADMINISTRAÇÃO
4814;MECATRÔNICA INDUSTRIAL
543;PEDAGOGIA
1892;FISIOTERAPIA
319;CIÊNCIAS CONTÁBEIS
150;ENGENHARIA QUÍMICA
14069;GESTÃO PÚBLICA
55;LETRAS - RUSSO
21239;PSICOLOGIA
376;SISTEMA DE INFORMAÇÃO
19879;GESTÃO HOSPITALAR
55;MEDICINA
1299;ADMINISTRAÇÃO
374;CIÊNCIAS BIOLÓGICAS
543;CIÊNCIA DA COMPUTAÇÃO
22176;PSICOLOGIA
1281;ADMINISTRAÇÃO
1224;CIÊNCIAS BIOLÓGICAS
4017;CIÊNCIAS ECONÔMICAS
18258;PEDAGOGIA
466;DESIGN DE ANIMAÇÃO
1096;ADMINISTRAÇÃO
466;SISTEMAS PARA INTERNET
12723;BIOMEDICINA
124;BIOMEDICINA
316;CIÊNCIAS BIOLÓGICAS
2465;CIÊNCIAS ECONÔMICAS
23228;ADMINISTRAÇÃO
56;PEDAGOGIA
150;ENGENHARIA DE CONTROLE E AUTOMAÇÃO
852;ENGENHARIA MECATRÔNICA
221;PSICOLOGIA
275;NUTRIÇÃO
146;CIÊNCIAS BIOLÓGICAS
481;SERVIÇO SOCIAL
265;ADMINISTRAÇÃO
886;ENGENHARIA DE PRODUÇÃO
952;EDUCAÇÃO FÍSICA
1317;MEDICINA
458;CIÊNCIA DA COMPUTAÇÃO
170;ADMINISTRAÇÃO
466;MEDICINA
4000;ARQUITETURA E URBANISMO
322;MARKETING
1300;ENGENHARIA DE PRODUÇÃO
322;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
521;PEDAGOGIA
18667;CIÊNCIAS CONTÁBEIS
322;DESIGN DE INTERIORES
322;GESTÃO DE SEGURANÇA PRIVADA
33;MANUFATURA AVANÇADA
316;SISTEMAS DE INFORMAÇÃO
150;QUÍMICA INDUSTRIAL
25445;SEGURANÇA PRIVADA
1043;ODONTOLOGIA
1810;LETRAS - PORTUGUÊS
3186;PEDAGOGIA
4000;ENGENHARIA CIVIL
1225;SERVIÇO SOCIAL
227;ENFERMAGEM
1281;NUTRIÇÃO
18049;ELETRÔNICA AUTOMOTIVA
79;FISIOTERAPIA
4211;LOGÍSTICA
4889;PEDAGOGIA
1836;CIÊNCIAS BIOLÓGICAS
1032;LOGÍSTICA
19;CIÊNCIAS BIOLÓGICAS
55;QUíMICA COM HABILITAçãO EM QUíMICA FORENSE
374;GASTRONOMIA
316;FARMÁCIA
2811;RELAÇÕES PÚBLICAS
1388;LOGÍSTICA
1032;SISTEMAS PARA INTERNET
207;PROCESSOS GERENCIAIS
1313;SISTEMAS DE INFORMAÇÃO
1554;BIOMEDICINA
2494;ENGENHARIA DE CONTROLE E AUTOMAÇÃO
34;SOLDAGEM
543;MÚSICA
244;ESTÉTICA E COSMÉTICA
138;MARKETING
481;CIÊNCIAS CONTÁBEIS
376;ENGENHARIA DE COMPUTAÇÃO
13488;PEDAGOGIA
1878;CIÊNCIA DA COMPUTAÇÃO
125;MEDICINA VETERINÁRIA
203;SECRETARIADO EXECUTIVO
1273;SISTEMAS DE INFORMAÇÃO
221;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
2123;EDUCAÇÃO FÍSICA
322;BIOMEDICINA
3008;ADMINISTRAÇÃO
322;LETRAS - PORTUGUÊS E INGLÊS
322;ESTÉTICA E COSMÉTICA
7;QUÍMICA
7;ENGENHARIA QUÍMICA
67;ENGENHARIA DE PRODUÇÃO
316;GESTÃO DE AMBIENTES INTERNET E REDES DE COMPUTADORES
22098;MARKETING
319;MEDICINA VETERINÁRIA
322;ENGENHARIA MECÂNICA
521;DIREITO
15695;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
1921;ADMINISTRAÇÃO
2811;FILOSOFIA
665;GEOGRAFIA
18711;GESTÃO DE RECURSOS HUMANOS
221;CIÊNCIAS CONTÁBEIS
652;EDUCAÇÃO ARTÍSTICA
322;ENGENHARIA ELÉTRICA
22527;ENFERMAGEM
4655;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
146;GESTÃO COMERCIAL
319;REDES DE COMPUTADORES
322;GESTÃO FINANCEIRA
5312;ENFERMAGEM
546;PEDAGOGIA
2183;SISTEMAS DE INFORMAÇÃO
1045;ARQUITETURA E URBANISMO
1412;MEDICINA VETERINÁRIA
25988;GESTÃO HOSPITALAR
316;PEDAGOGIA
1365;CIÊNCIA DA COMPUTAÇÃO
481;EDUCAÇÃO FÍSICA
74;HISTÓRIA
1292;GEOGRAFIA
2408;PSICOLOGIA
521;CIÊNCIAS BIOLÓGICAS
1445;RELAÇÕES INTERNACIONAIS
22028;ENFERMAGEM
953;ADMINISTRAÇÃO
1281;FISIOTERAPIA
376;BIOMEDICINA
203;DESIGN
17593;NUTRIÇÃO
322;ENGENHARIA ELÉTRICA
526;BIOMEDICINA
1307;AGRONOMIA
1365;ENGENHARIA DE COMPUTAÇÃO
1810;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
316;NUTRIÇÃO
125;GESTÃO DE RECURSOS HUMANOS
20328;ODONTOLOGIA
319;FILOSOFIA
1149;EDUCAÇÃO FÍSICA
227;CIÊNCIA DA COMPUTAÇÃO
206;LOGÍSTICA
1225;ENGENHARIA CIVIL
417;GESTÃO COMERCIAL
12522;CIÊNCIAS CONTÁBEIS
322;ENGENHARIA DE PRODUÇÃO MECÂNICA
1195;AUTOMAÇÃO INDUSTRIAL
56;FÍSICA
4925;BIOTECNOLOGIA
1345;PEDAGOGIA
1032;ENGENHARIA DE AUTOMAÇÃO E CONTROLE
1355;BIOMEDICINA
4000;ENGENHARIA ELÉTRICA
1032;HISTÓRIA
56;LETRAS - ESPANHOL
316;FISIOTERAPIA
203;PRODUÇÃO PUBLICITÁRIA
376;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
605;ENGENHARIA CIVIL
55;SAÚDE PÚBLICA
1836;PEDAGOGIA
923;PEDAGOGIA
322;MEDICINA
167;CIÊNCIAS ECONÔMICAS
203;DESIGN GRÁFICO
2811;JORNALISMO
322;GESTÃO COMERCIAL
16948;ADMINISTRAÇÃO
481;RADIOLOGIA
17902;GESTÃO COMERCIAL
322;ENGENHARIA CIVIL
672;ENGENHARIA MECATRÔNICA
4167;ADMINISTRAÇÃO
636;SISTEMAS DE INFORMAÇÃO
417;PEDAGOGIA
269;CIÊNCIAS ECONÔMICAS
12522;FISIOTERAPIA
54;HISTÓRIA
244;LOGÍSTICA
952;ENGENHARIA DA COMPUTAÇÃO
1046;FISIOTERAPIA
203;GESTÃO DE NEGÓCIOS DIGITAIS
206;CIÊNCIAS DA RELIGIÃO
417;ODONTOLOGIA
26529;COMUNICAÇÃO DIGITAL
2408;COMÉRCIO EXTERIOR
953;ADMINISTRAÇÃO
374;NUTRIÇÃO
167;FISIOTERAPIA
322;ENGENHARIA ELÉTRICA
17854;DIREITO
605;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO
138;PEDAGOGIA
55;ENGENHARIA DE BIOSSISTEMAS
206;GEOGRAFIA
1433;ENGENHARIA FLORESTAL
1921;TEOLOGIA
1659;GESTÃO DE RECURSOS HUMANOS
882;ADMINISTRAÇÃO
1921;EDUCAÇÃO FÍSICA
1322;NUTRIÇÃO
1846;SERVIÇO SOCIAL
203;ENGENHARIA DE SOFTWARE
23335;ADMINISTRAÇÃO PÚBLICA
150;ARQUITETURA E URBANISMO
376;CIÊNCIAS CONTÁBEIS
652;MÚSICA
322;ODONTOLOGIA
18526;ADMINISTRAÇÃO
56;MATEMÁTICA
55;GESTÃO DE POLÍTICAS PÚBLICAS
322;EDUCAÇÃO FÍSICA
322;MARKETING
374;PEDAGOGIA BILINGUE: PORTUGUÊS/INGLÊS
322;ARQUITETURA E URBANISMO
458;PEDAGOGIA
496;GASTRONOMIA
206;MEDICINA VETERINÁRIA
456;DESIGN GRÁFICO
55;ODONTOLOGIA
1418;GESTÃO DE RECURSOS HUMANOS
4522;EDUCAÇÃO FÍSICA
1355;EDUCAÇÃO FÍSICA
14715;MARKETING
1045;ADMINISTRAÇÃO
526;JORNALISMO
203;ENGENHARIA CIVIL
17902;GESTÃO DA QUALIDADE
953;MEDICINA
225;ADMINISTRAÇÃO
1045;ENGENHARIA DE PRODUÇÃO
34;INSTALAÇÕES ELÉTRICAS
203;DIREITO
1762;GESTÃO PÚBLICA
1043;ESTÉTICA
22098;ESTÉTICA E COSMÉTICA
322;PEDAGOGIA
3641;ZOOTECNIA
1032;GESTÃO DE NEGÓCIOS IMOBILIÁRIOS
1723;COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA
22425;ENGENHARIA CIVIL
456;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO
4017;NUTRIÇÃO
374;ARTES VISUAIS
1273;CIÊNCIAS CONTÁBEIS
322;MEDICINA
221;MEDICINA VETERINÁRIA
3432;HISTÓRIA
1043;FISIOTERAPIA
224;BIOMEDICINA
2465;DEFESA CIBERNÉTICA
322;CIÊNCIAS BIOLÓGICAS
319;CIÊNCIAS CONTÁBEIS
1294;TURISMO
221;ADMINISTRAÇÃO
15693;GESTÃO DA PRODUÇÃO INDUSTRIAL
738;CIÊNCIAS BIOLÓGICAS
4681;ADMINISTRAÇÃO
208;ENGENHARIA DE COMPUTAÇÃO
322;PROCESSOS GERENCIAIS
1810;ENGENHARIA DE CONTROLE E AUTOMAÇÃO
55;FARMÁCIA
1412;ODONTOLOGIA
417;ENGENHARIA ELÉTRICA
271;ENFERMAGEM
54;PEDAGOGIA
7;CIÊNCIAS BIOLÓGICAS
124;ENGENHARIA DE COMPUTAÇÃO
1554;LOGÍSTICA
316;HISTÓRIA
135;ENFERMAGEM
55;ENGENHARIA METALÚRGICA
457;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO
1810;MATEMÁTICA
322;SEGURANÇA PRIVADA
4000;ESTÉTICA E COSMÉTICA
17854;ENGENHARIA DE PRODUÇÃO
203;RADIOLOGIA
1810;PEDAGOGIA
319;LETRAS - PORTUGUÊS E INGLÊS
652;BIOMEDICINA
4138;ENGENHARIA CIVIL
466;CINEMA E AUDIOVISUAL
146;FARMÁCIA
483;RELAÇÕES INTERNACIONAIS
652;MARKETING
843;SISTEMA DE INFORMAÇÃO
456;RELAÇÕES PÚBLICAS
521;INTERNET DAS COISAS
481;STREAMING PROFISSIONAL
24366;MEDICINA VETERINÁRIA
146;GESTÃO DE RECURSOS HUMANOS
322;MEDICINA
231;ADMINISTRAÇÃO
1561;ARQUITETURA E URBANISMO
1032;PSICOLOGIA
3985;EDUCAÇÃO FÍSICA
254;MATEMÁTICA
1584;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
322;CIÊNCIAS ECONÔMICAS
254;TURISMO
2279;PSICOLOGIA
319;AGRONOMIA
221;ENGENHARIA MECATRÔNICA
1356;FISIOTERAPIA
162;RELAÇÕES INTERNACIONAIS
1432;DIREITO
1810;PROGRAMA ESPECIAL DE FORMAÇÃO DE DOCENTES PARA A EDUCAÇÃO BÁSICA
322;GESTÃO FINANCEIRA
376;PEDAGOGIA
221;CIÊNCIA DA COMPUTAÇÃO
707;ENFERMAGEM
376;GASTRONOMIA
55;ENGENHARIA DE ALIMENTOS
923;ENGENHARIA CIVIL
322;ENGENHARIA DE PRODUÇÃO MECÂNICA
22263;PEDAGOGIA
1043;ENGENHARIA CIVIL
33;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
231;PEDAGOGIA
2886;LOGÍSTICA
15793;GESTÃO PORTUÁRIA
543;ENGENHARIA ELÉTRICA
269;ENGENHARIA CIVIL
55;MÚSICA COM HABILITAÇÃO EM INSTRUMENTO PERCUSSÃO
208;FARMÁCIA
374;CIÊNCIAS ATUARIAIS
221;RADIOLOGIA
322;ENGENHARIA DE CONTROLE E AUTOMAÇÃO
1273;LOGÍSTICA
4000;MODA
221;DIREITO
13488;FARMÁCIA
1659;BIOMEDICINA
4826;GESTÃO DE SEGURANÇA PRIVADA
18258;DIREITO
1499;LOGÍSTICA
434;MEDICINA
1273;CIÊNCIA DA COMPUTAÇÃO
22603;CIÊNCIAS CONTÁBEIS
55;MÚSICA COM HABILITAÇÃO EM INSTRUMENTO DE SOPRO - ÊNFASE EM CLARONE
496;CIÊNCIAS BIOLÓGICAS
322;GESTÃO DA QUALIDADE
1100;DESIGN DE INTERIORES
360;PEDAGOGIA
24366;FARMÁCIA
1949;PSICOLOGIA
2408;DESIGN
1322;FISIOTERAPIA
109;ENGENHARIA MECÂNICA
1490;ENGENHARIA ELÉTRICA
670;ADMINISTRAÇÃO
322;GESTÃO COMERCIAL
605;GESTÃO HOSPITALAR
521;PSICOLOGIA
265;TERAPIA OCUPACIONAL
221;ODONTOLOGIA
3985;MARKETING
2056;ENGENHARIA CIVIL
17902;ENGENHARIA AMBIENTAL
1273;MEDICINA VETERINÁRIA
203;PSICOLOGIA
322;PROCESSOS GERENCIAIS
23261;CIÊNCIAS CONTÁBEIS
14401;ENGENHARIA DE PRODUÇÃO
3641;PEDAGOGIA
1810;QUÍMICA
316;EDUCAÇÃO FÍSICA
1345;ENGENHARIA MECÂNICA
322;ARQUITETURA E URBANISMO
1478;DIREITO
137;ENGENHARIA DE COMPUTAÇÃO
161;CIÊNCIAS CONTÁBEIS
203;RELAÇÕES PÚBLICAS
1355;FARMÁCIA
4169;PSICOLOGIA
1043;BIOMEDICINA
322;ENGENHARIA MECÂNICA
605;TERAPIA OCUPACIONAL
15746;BIG DATA PARA NEGÓCIOS
167;LOGÍSTICA
1413;CIÊNCIAS CONTÁBEIS
56;ENGENHARIA DE BIOSSISTEMAS
2408;RELAÇÕES INTERNACIONAIS
466;ZOOTECNIA
483;EDUCAÇÃO FÍSICA
19500;GESTÃO DE RECURSOS HUMANOS
466;GASTRONOMIA
438;PEDAGOGIA
1100;REDES DE COMPUTADORES
1624;ADMINISTRAÇÃO
322;EDUCAÇÃO FÍSICA
456;LETRAS - PORTUGUÊS E INGLÊS
1713;ENGENHARIA ELÉTRICA
24025;FISIOTERAPIA
18711;ENFERMAGEM
222;MEDICINA VETERINÁRIA
4025;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
734;BIOMEDICINA
271;NUTRIÇÃO
135;TERAPIA OCUPACIONAL
1816;DIREITO
234;ENGENHARIA AMBIENTAL
56;EDUCAÇÃO FÍSICA
319;LETRAS - PORTUGUÊS E ESPANHOL
162;DESIGN GRÁFICO
266;ENFERMAGEM
521;RELAÇÕES INTERNACIONAIS
370;DESIGN
2183;LETRAS
23335;DESIGN
1465;ENGENHARIA AMBIENTAL E SANITÁRIA
12611;MÚSICA
56;FÍSICA BIOLÓGICA
1732;GESTÃO DA QUALIDADE
4211;GESTÃO DE RECURSOS HUMANOS
4926;COMÉRCIO EXTERIOR
1490;LOGÍSTICA
4017;EDUCAÇÃO FÍSICA
466;DESIGN DE MODA
322;PROCESSOS GERENCIAIS
1100;MATEMÁTICA
1853;SISTEMAS DE INFORMAÇÃO
54;CONSTRUÇÃO DE EDIFÍCIOS
322;CIÊNCIAS CONTÁBEIS
1745;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
125;ARQUITETURA E URBANISMO
1100;PEDAGOGIA
1854;GESTÃO DE RECURSOS HUMANOS
55;CIÊNCIAS FÍSICAS E BIOMOLECULARES
2494;ODONTOLOGIA
20478;SEGURANÇA DA INFORMAÇÃO
420;BIOMEDICINA
4826;EDUCAÇÃO FÍSICA
1713;PEDAGOGIA
15859;ADMINISTRAÇÃO
4597;GESTÃO DE RECURSOS HUMANOS
322;PSICOLOGIA
363;PROCESSOS GERENCIAIS
271;ENGENHARIA MECATRÔNICA
221;ARQUITETURA E URBANISMO
652;RADIOLOGIA
322;DESIGN GRÁFICO
